"","country_year","RECONCILED.post_elec_violence","RECONCILED.turnout","RECONCILED.elec_integrity","RECONCILED.pre_elec_legal_integrity","RECONCILED.elec_explicit_cheating","electexec","electleg","electboth","IAEP.Constitution.amended.this.year.","IAEP.Age.of.constitution..years.","govstruct","IAEP.Regional.government.reps.selected","IAEP.Election.scheduled","IAEP.Election.period","IAEP.Do.party.nominations.field.leg.candidates.","IAEP.Do.party.nominations.field.executive.candidates.","IAEP.Leg.elec.sys","IAEP.Exec.elec.sys","IAEP.Exec.elec.rules","IAEP.Num.of.parties.that.hold....5..of.legislature","IAEP.Official.state.party.","IAEP.Leg.elec.competetive.","IAEP.Exec.elec.competetive.","IAEP.Boycotted.by.major.party.","IAEP.Did.election.cause.protest.violence.","IAEP.protestpart","IAEP...of.pop.voting.in.leg.elec","IAEP...of.pop.voting.in.exec.elec","EXELEC","LEGELEC","QED.Transitional.election","QED.Runoff.election","QED.Freedom.to.change.government","QED.Freedom.of.association","QED.Freedom.of.speech","QED.Overall.election.quality","QED.Extent.of.election.problems","QED.Pre.election.legal.structural.enviornment","QED.Pre.election.political.conditions","QED.Pre.election.violence.unrest","QED.Pre.election.administrative.capacity","QED.Election.day.explicit.cheating","QED.Election.day.violence.unrest","QED.Election.day.administrative.capacity","PEI...years.since.last.regime.transition","PEI.WB.income.level","PEI.PEI.index.of.electoral.integrity..imputed","PEI.Rating.of.electoral.integrity..1.10.","PEI.Electoral.laws.index..0.100...imputed","PEI.Electoral.prodcedures.index..0.100...imputed","PEI.Voting.district.boundaries.index..0.100...imputed","PEI.Voter.regisration.index..0.100...imputed","PEI.Party.candidate.registration.index..0.100...imputed","PEI.Media.coverage.index..0.100...imputed","PEI.Campaign.finance.index..0.100...imputed","PEI.Voting.process.index..0.100...imputed","PEI.Vote.count.index..0.100...imputed","PEI.Voting.results.reactions.index..protests.disputes...0.100...imputed","PEI.Electoral.authorities.index..0.100...imputed","PEI.turnout","POLITY5.fragment","POLITY5.polity2","POLITY5.durable","POLITY5.parreg","POLITY5.parcomp","POLITY5.regtrans","FH.status","FH.fh_total","WB.GDP.per.capita..constant.2015.US..","WB.Foreign.direct.investment..net.inflows..BoP..current.US.","WB.Inflation..consumer.prices..annual...","WB.Gini.index","nelda1","nelda3","nelda4","nelda5","nelda11","nelda17","nelda18","nelda29","nelda30","nelda32","nelda45","nelda46","nelda47","nelda48","nelda49","CIRI.PHYSINT","CIRI.NEW_EMPINX","CIRI.ELECSD","CIRI.WOPOL","CIRI.INJUD","AFRO.datapresent","Press.Freedom.Index"
"71","Kenya-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,10,2,4,0,"PF",8,1381.96870828926,1380167159.58831,9.37776748155123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
"72","Kenya-2013",1,85.9,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,41.275513,4.428571,70.32407,30.902779,50.925926,17.592592,57.47222,62.88889,19.833334,33.94097,36.77778,54.86111,26.631945,85.9,0,9,11,2,4,0,"PF",8,1397.37865763256,1118819096.64435,5.71749357037732,NA,"no","yes","yes","yes","yes","yes","no","no",NA,"no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,30.7
"73","Kenya-2013",1,85.9,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,41.275513,4.428571,70.32407,30.902779,50.925926,17.592592,57.47222,62.88889,19.833334,33.94097,36.77778,54.86111,26.631945,85.9,0,9,11,2,4,0,"PF",8,1397.37865763256,1118819096.64435,5.71749357037732,NA,"no","yes","yes","yes","yes","yes","no","no",NA,"no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,79
"74","Kenya-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,14,2,4,NA,"PF",8,1489.75877863318,678803416.953924,6.29715752456274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"75","Kenya-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,14,2,4,NA,"PF",8,1489.75877863318,678803416.953924,6.29715752456274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,89
"76","Kenya-2017",3,79.5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,47.434097,4.3333335,64.09722,40.989582,59.82639,34.305557,63.458332,52.833332,23.375,49.270832,56.104168,37.5,40.651043,79.5,0,9,15,2,4,NA,"PF",8,1510.58138508086,1266137282.66311,8.0057227913467,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,31.2
"77","Kenya-2017",3,79.5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,47.434097,4.3333335,64.09722,40.989582,59.82639,34.305557,63.458332,52.833332,23.375,49.270832,56.104168,37.5,40.651043,79.5,0,9,15,2,4,NA,"PF",8,1510.58138508086,1266137282.66311,8.0057227913467,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,95
"78","Kenya-2017",3,38.8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,40.714287,3.1,59.166668,37.90625,48.583332,39.791668,58.45,54.175,16.3,27.578125,57.375,26.25,35.90625,38.8,0,9,15,2,4,NA,"PF",8,1510.58138508086,1266137282.66311,8.0057227913467,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,31.2
"79","Kenya-2017",3,38.8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,40.714287,3.1,59.166668,37.90625,48.583332,39.791668,58.45,54.175,16.3,27.578125,57.375,26.25,35.90625,38.8,0,9,15,2,4,NA,"PF",8,1510.58138508086,1266137282.66311,8.0057227913467,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,95
"80","Libya-1952",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,1,4,2,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","no","yes","yes","yes","no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"81","Libya-1956",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,5,4,2,NA,NA,NA,NA,NA,NA,NA,"no","no","no","yes","yes","yes","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"82","Libya-1960",0,NA,NA,NA,NA,"No","Yes","No","No","9","Federal system","Central government decision","Yes, exact periods","One day","No","No executive elections","Plurality (FPP)","Missing information","N/A - no elected executive","Missing information","No","Missing information","Missing information","No","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,9,4,2,NA,NA,NA,NA,NA,NA,NA,"no","no","no","yes","yes","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"83","Libya-1964",0,NA,NA,NA,NA,"No","Yes","No","No","13","Unitary system","Central government decision","Yes, exact periods","One day","No","No executive elections","Plurality (FPP)","Missing information","N/A - no elected executive","Missing information","No","Missing information","Missing information","No","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,13,4,2,NA,NA,NA,NA,NA,NA,NA,"no","yes","no","yes","yes","yes","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"84","Libya-1965",3,NA,NA,NA,NA,"No","Yes","No","No","14","Unitary system","Central government decision","Yes, exact periods","One day","No","No executive elections","Plurality (FPP)","Missing information","N/A - no elected executive","Missing information","No","Missing information","Missing information","No","Yes","Low participation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,14,4,2,NA,NA,NA,NA,NA,11.4249999996678,NA,"no","yes","no","yes","no","yes","no","yes","yes","no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"85","Libya-2012",3,NA,0,NA,0,"No","Yes","No","No","1","Unitary system","Autonomous decision","Missing information","Missing information","No","No executive elections","Missing information","Missing information","N/A - no elected executive","Missing information","Missing information","Yes","Yes","No","Yes","Low participation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"PF",9,7401.48163524456,1.425e+09,6.05980392156861,NA,"yes","yes","yes","yes","yes","no","no","yes","no","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,37.86
"86","Libya-2012",3,NA,0,NA,0,"No","Yes","No","No","1","Unitary system","Autonomous decision","Missing information","Missing information","No","No executive elections","Missing information","Missing information","N/A - no elected executive","Missing information","Missing information","Yes","Yes","No","Yes","Low participation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"PF",9,7401.48163524456,1.425e+09,6.05980392156861,NA,"yes","yes","yes","yes","yes","no","no","yes","no","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,115
"87","Libya-2014",3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"NF",12,4801.83073062451,0,NA,NA,"yes","yes","yes","yes","yes","no","unclear","yes","no","no","yes","yes","no","unclear","unclear",NA,NA,NA,NA,NA,NA,45.99
"88","Libya-2014",3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"NF",12,4801.83073062451,0,NA,NA,"yes","yes","yes","yes","yes","no","unclear","yes","no","no","yes","yes","no","unclear","unclear",NA,NA,NA,NA,NA,NA,147
"89","Nigeria-1964",2,NA,NA,NA,NA,"No","Yes","No","No","1","Federal system","Autonomous decision","Yes, exact periods","One day","Yes","No executive elections","Plurality (FPP)","Elected through legislature","N/A - no elected executive","More than two","No","Yes","Yes","Yes","Yes","Moderate participation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,3,3,-2,NA,NA,1567.86400335384,NA,0.856793145737539,NA,"no","yes","yes","yes","yes","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"90","Nigeria-1965",0,NA,NA,NA,NA,"No","Yes","No","No","2","Federal system","Autonomous decision","Yes, exact periods","One day","Yes","No executive elections","Plurality (FPP)","Elected through legislature","N/A - no elected executive","More than two","No","Yes","Yes","Yes","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,3,3,-2,NA,NA,1609.64235232208,NA,4.10345873811622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Nigeria-1979",0,35.3,0,0,0,"Yes",NA,"No","Yes","4","Federal system","Central government decision","No formal schedule","One day","N/A - no legislature","Yes","N/A - no legislature","Directly elected","Plurality","N/A - no legislature","No","N/A - no legislature","Yes","No","No","N/A - no election protest",NA,35.3,1,1,0,0,"(3) Citizens have the right to change government","(2) Right exists but some problems","(2) Right exists but some problems",0,"(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,3,3,3,"F",5,2132.66698751231,309598869.22621,11.7097306212117,NA,"yes","yes","yes","yes","no","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"92","Nigeria-1983",3,38.9,3,0,3,"Yes","Yes","Yes","No","4","Federal system","Central government decision","Yes, inexact periods","One day","Yes","Yes","Majority","Directly elected","Majority rule","More than two","No","Yes","Yes","No","Yes","Widespread participation",38.9,NA,1,1,0,0,"(3) Citizens have the right to change government","(3) Citizens have freedom of association","(2) Right exists but some problems",1,"(3) High - major problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(1) Low - minor problems only","(3) High - major problems","(3) High - major problems","(1) Low - minor problems only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,3,3,NA,"F",5,1440.16365068954,364434580.203909,23.2123315511559,NA,"no","yes","yes","yes","no","no","no","no",NA,"no","no",NA,NA,"no","no",5,11,1,1,2,NA,NA
"93","Nigeria-1990",NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,6,3,2,NA,"PF",10,1588.50230432625,587882970.628472,7.36440030557697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,1,0,NA,NA
"94","Nigeria-1991",NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,7,3,2,NA,"PF",9,1554.11972824484,712373362.47117,13.0069731037428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,1,1,NA,NA
"95","Nigeria-1992",0,NA,3,3,0,"No",NA,"No","No","8","Federal system","Central government decision","No formal schedule","One day","N/A - no legislature","Yes","N/A - no legislature","Directly elected","Majority rule","N/A - no legislature","No","N/A - no legislature","Yes","No","No","N/A - no election protest",NA,NA,0,1,0,0,"(1) Citizens do not have right to change government","(2) Right exists but some problems","(2) Right exists but some problems",1,"(3) High - major problems","(3) High - major problems","(2) Moderate - moderate problems","(1) Low - minor problems only","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,8,3,2,NA,"PF",9,1585.60346745755,896641282.4724,44.588842715023,45,"yes","no","yes","yes","yes","no","no","no",NA,"no","no","no",NA,"no","no",4,5,0,1,0,NA,NA
"96","Nigeria-1993",3,NA,3,3,0,"Yes","No","No","No","1","Federal system","Central government decision","Yes, inexact periods","One day","Yes","Yes","Majority","Directly elected","Majority rule","More than two","No","Missing information","Missing information","No","Yes","Widespread participation",NA,NA,1,0,0,0,"(1) Citizens do not have right to change government","(1) Citizens do not have freedom of association","(1) Citizens do not have freedom of speech",1,"(3) High - major problems","(3) High - major problems","(2) Moderate - moderate problems","(3) High - major problems","(0) Good - no problems",NA,NA,"(1) Low - minor problems only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,9,4,1,0,"NF",12,1514.93188187385,1345368587.00054,57.1652528349217,NA,"no","no","yes","yes","yes","no","no","yes","no","yes","yes","yes","no","yes","no",2,7,0,1,0,NA,NA
"97","Nigeria-1997",NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,13,4,2,NA,"NF",13,1443.06316233305,469577019.807245,8.52987421383633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,NA,NA
"98","Nigeria-1998",3,NA,3,3,NA,"No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,1,"(3) High - major problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,-88,-88,3,"PF",10,1443.88851537484,299566658.25891,9.99637812386804,NA,"yes","no","yes","yes","yes","no","no","yes","no","no","no","no",NA,"unclear","unclear",4,2,0,2,0,NA,NA
"99","Nigeria-1999",1,52.3,2,0,3,"Yes",NA,"No","Missing information",NA,"Federal system","Autonomous decision","No formal schedule","Missing information","N/A - no legislature","No executive elections","N/A - no legislature","Missing information","N/A - no elected executive","N/A - no legislature","Yes","N/A - no legislature","Yes","No","No","N/A - no election protest",NA,52.3,1,1,1,0,"(3) Citizens have the right to change government","(2) Right exists but some problems","(2) Right exists but some problems",1,"(2) Moderate - moderate problems","(0) Good - no problems","(0) Good - no problems","(3) High - major problems","(0) Good - no problems","(3) High - major problems","(1) Low - minor problems only","(1) Low - minor problems only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,2,0,3,"PF",7,1416.51642879126,1004915630.70932,6.61837339479756,NA,"yes","yes","yes","yes","yes","no","no","no",NA,"no","yes","yes","no","no","no",2,4,0,2,0,NA,NA
"100","Nigeria-2002",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,2,0,NA,"PF",9,1685.20092232036,1874070753.14014,12.8765792031099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,1,NA,31.5
"101","Nigeria-2002",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,2,0,NA,"PF",9,1685.20092232036,1874070753.14014,12.8765792031099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,1,NA,55
"102","Nigeria-2003",3,59.27,3,1,3,"Yes","Yes","Yes","No","4","Federal system","Autonomous decision","Yes, inexact periods","One day","Yes","Yes","Plurality (FPP)","Directly elected","Majority rule","More than two","No","Yes","Yes","Yes","Yes","Widespread participation",49.46,69.08,1,1,1,0,"(2) Right exists but some problems","(2) Right exists but some problems","(2) Right exists but some problems",1,"(3) High - major problems","(1) Low - minor problems only","(2) Moderate - moderate problems","(3) High - major problems","(2) Moderate - moderate problems","(3) High - major problems","(3) High - major problems","(1) Low - minor problems only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,0,NA,"PF",8,1763.69397985795,2005353563.06398,14.0317836131437,40.1,"no","yes","yes","yes","yes","no","no","no",NA,"no","yes","yes","no","no","no",2,4,1,1,1,1,37.75
"103","Nigeria-2003",3,59.27,3,1,3,"Yes","Yes","Yes","No","4","Federal system","Autonomous decision","Yes, inexact periods","One day","Yes","Yes","Plurality (FPP)","Directly elected","Majority rule","More than two","No","Yes","Yes","Yes","Yes","Widespread participation",49.46,69.08,1,1,1,0,"(2) Right exists but some problems","(2) Right exists but some problems","(2) Right exists but some problems",1,"(3) High - major problems","(1) Low - minor problems only","(2) Moderate - moderate problems","(3) High - major problems","(2) Moderate - moderate problems","(3) High - major problems","(3) High - major problems","(1) Low - minor problems only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,0,NA,"PF",8,1763.69397985795,2005353563.06398,14.0317836131437,40.1,"no","yes","yes","yes","yes","no","no","no",NA,"no","yes","yes","no","no","no",2,4,1,1,1,1,67
"104","Nigeria-2004",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,2,0,NA,"PF",8,1878.1507292242,1874060886.97608,14.9980338183251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,1,NA,38.75
"105","Nigeria-2004",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,2,0,NA,"PF",8,1878.1507292242,1874060886.97608,14.9980338183251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,1,NA,61
"106","Nigeria-2005",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,6,2,0,NA,"PF",8,1948.04843636814,4982533930.21739,17.8634933661605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,0,1,32.23
"107","Nigeria-2005",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,6,2,0,NA,"PF",8,1948.04843636814,4982533930.21739,17.8634933661605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,0,1,56
"108","Nigeria-2006",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,2,0,NA,"PF",8,2012.84477173092,4854353979.09081,8.22522152017048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,1,1,0,NA,49.83
