country_year,electexec,electleg,electboth,IAEP.Constitution amended this year?,IAEP.Age of constitution (years),govstruct,IAEP.Regional government reps selected,IAEP.Election scheduled,IAEP.Election period,IAEP.Do party nominations field leg candidates?,IAEP.Do party nominations field executive candidates?,IAEP.Leg elec sys,IAEP.Exec elec sys,IAEP.Exec elec rules,IAEP.Num of parties that hold >= 5% of legislature,IAEP.Official state party?,IAEP.Leg elec competetive?,IAEP.Exec elec competetive?,IAEP.Boycotted by major party?,IAEP.Did election cause protest/violence?,IAEP.protestpart,IAEP.% of pop voting in leg elec,IAEP.% of pop voting in exec elec,EXELEC,LEGELEC,QED.Transitional election,QED.Runoff election,QED.Freedom to change government,QED.Freedom of association,QED.Freedom of speech,QED.Overall election quality,QED.Extent of election problems,QED.Pre-election legal structural enviornment,QED.Pre-election political conditions,QED.Pre-election violence/unrest,QED.Pre-election administrative capacity,QED.Election day explicit cheating,QED.Election day violence/unrest,QED.Election day administrative capacity,PEI.# years since last regime transition,PEI.WB income level,"PEI.PEI index of electoral integrity, imputed",PEI.Rating of electoral integrity (1-10),"PEI.Electoral laws index (0-100), imputed","PEI.Electoral prodcedures index (0-100), imputed","PEI.Voting district boundaries index (0-100), imputed","PEI.Voter regisration index (0-100), imputed","PEI.Party/candidate registration index (0-100), imputed","PEI.Media coverage index (0-100), imputed","PEI.Campaign finance index (0-100), imputed","PEI.Voting process index (0-100), imputed","PEI.Vote count index (0-100), imputed","PEI.Voting results/reactions index (protests/disputes) (0-100), imputed","PEI.Electoral authorities index (0-100), imputed",PEI.turnout,nelda1,nelda3,nelda4,nelda5,nelda11,nelda17,nelda18,nelda29,nelda30,nelda32,nelda45,nelda46,nelda47,nelda48,nelda49,VDEM.turnout,VDEM.VAP_turnout,VDEM.EMB_capacity_ord,VDEM.yrs_education,v2xel_elecparl,v2xel_elecpres,VDEM.elec_viol,VDEM.international_monitors_present,country,POLITY5.fragment,POLITY5.polity2,POLITY5.durable,POLITY5.parreg,POLITY5.parcomp,POLITY5.regtrans,FH.status,FH.fh_total,WB.GDP per capita (constant 2015 US$),"WB.Foreign direct investment, net inflows (BoP, current US$","WB.Inflation, consumer prices (annual %)",WB.Gini index,WB.%pop living in urban,WB.adult literacy rate,CIRI.PHYSINT,CIRI.NEW_EMPINX,CIRI.ELECSD,CIRI.WOPOL,CIRI.INJUD,Press Freedom Index,"AFROBAR.Election Integrity (10=free/fair, 0=unfree/unfair)"
Malawi-1994,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Malawi,NA,6,0,2,4,3,F,5,238.152372792154,24992617.8909746,34.6496361508323,NA,12.907,NA,6,9,1,2,1,NA,NA
Malawi-1999,No,No,No,Yes,5,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Plurality (FPP),Directly elected,Plurality,More than two,No,Yes,Yes,No,Yes,Moderate participation,92.3,93.8,1,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,unclear,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Malawi,NA,6,5,2,4,NA,PF,6,297.637070994545,58528206.2830454,44.8041642861674,NA,14.522,NA,5,11,1,2,1,NA,5.76913
Malawi-2004,No,No,No,No,10,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Plurality (FPP),Directly elected,Plurality,More than two,No,Yes,Yes,No,Yes,Moderate participation,60,60,1,1,0,0,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(2) Moderate - moderate problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,63.59,58.46,1,4.316,1,1,1.737,1,Malawi,0,6,10,3,4,0,PF,8,287.272153872265,107811374.01292,11.4298060822124,39.9,14.964,NA,5,10,1,2,1,22.75,NA
Malawi-2004,No,No,No,No,10,Unitary system,Autonomous decision,"Yes, inexact periods",One day,No,No,Plurality (FPP),Directly elected,Plurality,More than two,No,Yes,Yes,No,Yes,Moderate participation,60,60,1,1,0,0,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(2) Moderate - moderate problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,63.59,58.46,1,4.316,1,1,1.737,1,Malawi,0,6,10,3,4,0,PF,8,287.272153872265,107811374.01292,11.4298060822124,39.9,14.964,NA,5,10,1,2,1,38,NA
Malawi-2009,No,No,No,No,15,Unitary system,Autonomous decision,"Yes, exact periods",One day,No,No,Plurality (FPP),Directly elected,Plurality,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,yes,yes,no,no,no,78.28,73.93,1,4.694,1,1,2.986,1,Malawi,0,6,15,2,3,NA,PF,7,345.634998576379,49130371.2258416,8.42204427696655,NA,15.429,NA,5,11,1,2,2,21,NA
Malawi-2009,No,No,No,No,15,Unitary system,Autonomous decision,"Yes, exact periods",One day,No,No,Plurality (FPP),Directly elected,Plurality,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,yes,yes,no,no,no,78.28,73.93,1,4.694,1,1,2.986,1,Malawi,0,6,15,2,3,NA,PF,7,345.634998576379,49130371.2258416,8.42204427696655,NA,15.429,NA,5,11,1,2,2,44,NA
Malawi-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,47.753403,5.0666666,70,49.4375,61.13889,30.5,68.666664,48.766666,17.5,41.979168,49.433334,44.895832,55,70.7,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,70.75,64.66,0,4.77,1,1,2.67,1,Malawi,0,6,20,2,3,NA,PF,7,380.588978300835,598086538.121966,23.7920649469687,NA,16.132,65.1453704833984,NA,NA,NA,NA,NA,26.41,6.55882
Malawi-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,47.753403,5.0666666,70,49.4375,61.13889,30.5,68.666664,48.766666,17.5,41.979168,49.433334,44.895832,55,70.7,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,70.75,64.66,0,4.77,1,1,2.67,1,Malawi,0,6,20,2,3,NA,PF,7,380.588978300835,598086538.121966,23.7920649469687,NA,16.132,65.1453704833984,NA,NA,NA,NA,NA,54,6.55882
Malawi-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,yes,yes,no,no,no,74.44,52.83,1,4.77,1,1,2.223,1,Malawi,NA,NA,NA,NA,NA,NA,PF,6,401.392672064444,55267849.6105514,9.37083605605672,38.5,17.174,NA,NA,NA,NA,NA,NA,29.36,NA
Malawi-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,yes,yes,no,no,no,74.44,52.83,1,4.77,1,1,2.223,1,Malawi,NA,NA,NA,NA,NA,NA,PF,6,401.392672064444,55267849.6105514,9.37083605605672,38.5,17.174,NA,NA,NA,NA,NA,NA,68,NA
Malawi-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,64.81,44.32,1,4.77,0,1,2.249,0,Malawi,NA,NA,NA,NA,NA,NA,PF,6,394.003162068529,45238933.7319548,8.62551469650552,NA,17.427,NA,NA,NA,NA,NA,NA,29.32,NA
Malawi-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,64.81,44.32,1,4.77,0,1,2.249,0,Malawi,NA,NA,NA,NA,NA,NA,PF,6,394.003162068529,45238933.7319548,8.62551469650552,NA,17.427,NA,NA,NA,NA,NA,NA,69,NA
Mali-1964,No,Yes,No,No,4,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,No executive elections,Missing information,Elected through legislature,N/A - no elected executive,One,Yes,No,No,No,No,N/A - no election protest,88.90000000000001,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mali,NA,-7,4,4,1,NA,NA,NA,NA,NA,NA,NA,12.286,NA,NA,NA,NA,NA,NA,NA,NA
Mali-1979,No,NA,No,No,5,Unitary system,No regional/provincial governments,Missing information,Missing information,N/A - no legislature,No executive elections,N/A - no legislature,Missing information,N/A - no elected executive,N/A - no legislature,Yes,N/A - no legislature,No,No,No,N/A - no election protest,.e,.a,1,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(3) High - major problems,(2) Moderate - moderate problems,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,unclear,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mali,NA,-7,19,4,1,NA,NF,13,491.202880261522,3060000,NA,NA,18.007,NA,NA,NA,NA,NA,NA,NA,NA
Mali-1982,No,Yes,No,No,8,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Missing information,One,Yes,No,No,No,No,N/A - no election protest,96.09999999999999,.a,0,1,0,0,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,(3) High - major problems,(1) Low - minor problems only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mali,NA,-7,22,4,1,NA,NF,13,415.997037215364,1521577.86376028,NA,NA,19.466,NA,6,7,1,1,0,NA,NA
Mali-1985,No,No,No,No,11,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Missing information,One,Yes,No,No,No,No,N/A - no election protest,99.97,.a,1,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(3) High - major problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mali,NA,-7,25,4,1,NA,NF,13,479.287352316224,2893628.24870677,NA,NA,21.013,NA,7,5,0,1,0,NA,NA
Mali-1988,No,Yes,No,No,14,Federal system,Central government decision,"Yes, inexact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Missing information,One,Yes,No,No,No,No,N/A - no election protest,97.8,.a,0,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(3) High - major problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mali,NA,-7,28,4,1,NA,NF,12,505.890439021309,7050570.95296409,NA,NA,22.482,NA,6,5,0,2,0,NA,NA
Mali-1992,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,no,yes,no,N/A,no,no,no,N/A,unclear,unclear,NA,NA,NA,NA,NA,NA,NA,NA,Mali,NA,4,0,2,0,3,F,5,513.083263095157,-21874496.9945479,-6.24250599520428,NA,24.186,NA,4,12,2,1,2,NA,NA
Mali-1997,Yes,Yes,Yes,No,5,Unitary system,Autonomous decision,"Yes, inexact periods",One day,Yes,No,Mixed systems,Directly elected,Majority rule,More than two,No,Yes,Yes,Yes,Yes,Low participation,21.96,28.4,1,1,0,0,(3) Citizens have the right to change government,(2) Right exists but some problems,(3) Citizens have freedom of speech,0.5,(1) Low - minor problems only,(1) Low - minor problems only,(1) Low - minor problems only,NA,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,unclear,unclear,unclear,unclear,NA,NA,NA,NA,NA,NA,NA,NA,Mali,NA,5,5,2,3,0,F,6,545.529029286572,74360591.896402,-0.362999795946726,NA,26.434,NA,7,11,2,2,1,NA,NA
Mali-2002,Yes,Yes,Yes,No,10,Unitary system,Autonomous decision,"Yes, inexact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,Two,No,Yes,Yes,No,No,N/A - no election protest,14,29.9,1,1,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(1) Low - minor problems only,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,yes,no,N/A,no,yes,yes,no,no,no,38.57,42.44,3,1.246,1,1,3.326,1,Mali,0,5,10,3,4,0,F,5,640.797791206587,-12312977.4012381,5.03282275711195,NA,29.806,NA,8,12,2,2,1,11,NA
Mali-2002,Yes,Yes,Yes,No,10,Unitary system,Autonomous decision,"Yes, inexact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,Two,No,Yes,Yes,No,No,N/A - no election protest,14,29.9,1,1,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(1) Low - minor problems only,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,yes,no,N/A,no,yes,yes,no,no,no,38.57,42.44,3,1.246,1,1,3.326,1,Mali,0,5,10,3,4,0,F,5,640.797791206587,-12312977.4012381,5.03282275711195,NA,29.806,NA,8,12,2,2,1,8,NA
Mali-2007,No,No,No,No,15,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,33.9,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,36.24,41.2,3,1.411,1,1,3.088,1,Mali,0,7,15,2,4,NA,F,5,697.348626952466,206064771.413548,1.41200201714577,NA,33.612,NA,5,11,2,2,1,7.5,NA
Mali-2007,No,No,No,No,15,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Mixed systems,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,33.9,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,36.24,41.2,3,1.411,1,1,3.088,1,Mali,0,7,15,2,4,NA,F,5,697.348626952466,206064771.413548,1.41200201714577,NA,33.612,NA,5,11,2,2,1,104,NA
Mali-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,52.40492,5.6363635,61.666664,61.761364,48.446968,25.227272,50.31818,53.522728,38.81818,44.74432,68.681816,66.704544,58.323864,45.8,yes,yes,yes,yes,yes,no,yes,no,N/A,no,yes,yes,no,no,no,48.98,44.68,2,1.51,1,1,2.419,1,Mali,0,5,0,3,4,0,PF,9,700.697597211143,307853389.344622,-0.606736356351494,NA,38.398,NA,NA,NA,NA,NA,NA,36.29,NA
Mali-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,52.40492,5.6363635,61.666664,61.761364,48.446968,25.227272,50.31818,53.522728,38.81818,44.74432,68.681816,66.704544,58.323864,45.8,yes,yes,yes,yes,yes,no,yes,no,N/A,no,yes,yes,no,no,no,48.98,44.68,2,1.51,1,1,2.419,1,Mali,0,5,0,3,4,0,PF,9,700.697597211143,307853389.344622,-0.606736356351494,NA,38.398,NA,NA,NA,NA,NA,NA,111,NA
Mali-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,33.17177,2.6666667,36.11111,39.583332,39.166668,2.0833333,53.416668,38.333332,18.333334,30.104166,28.583334,41.875,33.333332,NA,no,yes,yes,yes,yes,unclear,yes,yes,yes,no,yes,yes,no,no,no,42.7,40.92,2,1.51,0,1,1.956,1,Mali,0,5,5,3,4,NA,PF,8,802.033618195994,467067198.107612,0.299546507387888,36.1,42.356,35.4737701416016,NA,NA,NA,NA,NA,36.15,NA
Mali-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,33.17177,2.6666667,36.11111,39.583332,39.166668,2.0833333,53.416668,38.333332,18.333334,30.104166,28.583334,41.875,33.333332,NA,no,yes,yes,yes,yes,unclear,yes,yes,yes,no,yes,yes,no,no,no,42.7,40.92,2,1.51,0,1,1.956,1,Mali,0,5,5,3,4,NA,PF,8,802.033618195994,467067198.107612,0.299546507387888,36.1,42.356,35.4737701416016,NA,NA,NA,NA,NA,115,NA
Mali-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,no,N/A,no,no,N/A,N/A,no,no,35.58,30.56,2,1.51,1,0,1.994,1,Mali,NA,NA,NA,NA,NA,NA,NF,11,781.731454762373,308101914.8,0.438088940320712,NA,43.909,30.7614097595215,NA,NA,NA,NA,NA,34.12,NA
Mali-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,no,N/A,no,no,N/A,N/A,no,no,35.58,30.56,2,1.51,1,0,1.994,1,Mali,NA,NA,NA,NA,NA,NA,NF,11,781.731454762373,308101914.8,0.438088940320712,NA,43.909,30.7614097595215,NA,NA,NA,NA,NA,108,NA
Mauritania-1961,Yes,No,No,No,2,Unitary system,Autonomous decision,Missing information,Missing information,Yes,No executive elections,Missing information,Missing information,N/A - no elected executive,One,No,No,No,No,No,N/A - no election protest,.a,93.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritania,NA,-4,1,4,1,NA,NA,NA,1216.01207435389,NA,NA,NA,7.435,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania-1965,No,Yes,No,Yes,4,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,No,Majority,Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,92.8,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritania,NA,-7,3,4,1,NA,NA,NA,1581.16954987745,NA,NA,NA,10.09,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania-1966,Yes,No,No,No,5,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,No,Majority,Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,.a,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritania,NA,-7,4,4,1,NA,NA,NA,1537.73971619255,NA,NA,NA,10.874,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania-1971,No,No,No,No,10,Unitary system,Central government decision,"Yes, exact periods",One day,Yes,No,Majority,Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,95.59999999999999,96.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritania,NA,-7,9,4,1,NA,NA,NA,1742.59535745637,4040000,NA,NA,15.636,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania-1975,No,Yes,No,No,14,Unitary system,Central government decision,"Yes, exact periods",One day,Yes,Yes,Majority,Directly elected,Missing information,One,Yes,No,No,No,No,N/A - no election protest,94,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritania,NA,-7,13,4,1,NA,NF,12,1559.63583680837,-122702517.736017,NA,NA,20.569,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania-1976,Yes,No,No,No,15,Unitary system,Central government decision,"Yes, exact periods",One day,Yes,Yes,Majority,Directly elected,Missing information,One,Yes,Missing information,Missing information,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Mauritania,NA,-7,14,4,1,NA,NF,12,1643.79278274093,1554786.7998946,NA,NA,21.971,NA,NA,NA,NA,NA,NA,NA,NA
